Task ID,Occupation (O*NET-SOC Title),Task,O*NET-SOC Code,desire_mean,desire_n,capability_mean,capability_n,zone
21078,Legal Secretaries and Administrative Assistants,"Prepare, proofread, or process legal documents, such as summonses, subpoenas, complaints, appeals, motions, or pretrial agreements.",43-6012.00,2.3,10,3.5,2,Red
774,Legal Secretaries and Administrative Assistants,"Complete various forms, such as accident reports, trial and courtroom requests, and applications for clients.",43-6012.00,2.4,10,2.6666666666666665,3,Low-Priority
766,Legal Secretaries and Administrative Assistants,Schedule and make appointments.,43-6012.00,3.6,10,4.5,2,Green
771,Legal Secretaries and Administrative Assistants,Draft and type office memos.,43-6012.00,1.9,10,3.5,2,Red
773,Legal Secretaries and Administrative Assistants,Submit articles and information from searches to attorneys for review and approval for use.,43-6012.00,3.5,8,3.0,2,Yellow
21079,Legal Secretaries and Administrative Assistants,Make travel arrangements for attorneys.,43-6012.00,3.9,10,4.0,2,Green
775,Medical Secretaries and Administrative Assistants,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",43-6013.00,2.5714285714285716,7,2.0,2,Low-Priority
788,Medical Secretaries and Administrative Assistants,Complete insurance or other claim forms.,43-6013.00,3.0,3,3.3333333333333335,3,Yellow
783,Medical Secretaries and Administrative Assistants,"Transmit correspondence or medical records by mail, e-mail, or fax.",43-6013.00,3.4285714285714284,7,3.0,3,Yellow
781,Medical Secretaries and Administrative Assistants,"Maintain medical records, technical library, or correspondence files.",43-6013.00,2.125,8,3.0,2,Low-Priority
778,Medical Secretaries and Administrative Assistants,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",43-6013.00,3.8,5,3.6666666666666665,3,Green
782,Medical Secretaries and Administrative Assistants,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",43-6013.00,3.111111111111111,9,2.3333333333333335,3,Yellow
784,Medical Secretaries and Administrative Assistants,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",43-6013.00,3.8333333333333335,6,1.6666666666666667,3,Yellow
786,Medical Secretaries and Administrative Assistants,Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,43-6013.00,3.6666666666666665,3,3.5,2,Green
776,Medical Secretaries and Administrative Assistants,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",43-6013.00,2.5,6,4.0,2,Red
20438,Medical Secretaries and Administrative Assistants,"Schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders.",43-6013.00,3.3333333333333335,6,4.0,2,Green
20281,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Create, maintain, and enter information into databases.",43-6014.00,3.111111111111111,9,3.5,2,Green
20280,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Use computers for various applications, such as database management or word processing.",43-6014.00,2.1818181818181817,11,2.3333333333333335,3,Low-Priority
20282,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.",43-6014.00,3.0,10,4.0,3,Green
2813,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",43-6014.00,2.2857142857142856,7,3.0,2,Low-Priority
2801,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Schedule and confirm appointments for clients, customers, or supervisors.",43-6014.00,2.4444444444444446,9,4.5,2,Red
2800,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Maintain scheduling and event calendars.,43-6014.00,2.5,10,3.3333333333333335,3,Low-Priority
20284,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",43-6014.00,2.3,10,2.0,3,Low-Priority
2795,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Complete forms in accordance with company procedures.,43-6014.00,2.5,8,2.0,3,Low-Priority
2793,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Locate and attach appropriate files to incoming correspondence requiring replies.,43-6014.00,2.5,8,2.6666666666666665,3,Low-Priority
2805,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Conduct searches to find needed information, using such sources as the Internet.",43-6014.00,2.5454545454545454,11,3.0,3,Low-Priority
2794,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Open, read, route, and distribute incoming mail or other materials and answer routine letters.",43-6014.00,2.4444444444444446,9,4.5,2,Red
2797,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",43-6014.00,2.142857142857143,7,4.333333333333333,3,Red
20285,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",43-6014.00,2.3333333333333335,3,3.0,2,Low-Priority
2809,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Establish work procedures or schedules and keep track of the daily work of clerical staff.,43-6014.00,1.6666666666666667,3,2.0,3,Low-Priority
2806,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Provide services to customers, such as order placement or account information.",43-6014.00,2.6,5,2.6666666666666665,3,Low-Priority
11405,Data Entry Keyers,"Locate and correct data entry errors, or report them to supervisors.",43-9021.00,3.25,8,4.0,2,Green
11402,Data Entry Keyers,"Compile, sort, and verify the accuracy of data before it is entered.",43-9021.00,3.0,8,4.0,3,Green
11403,Data Entry Keyers,"Compare data with source documents, or re-enter data in verification format to detect errors.",43-9021.00,3.5,6,4.0,2,Green
11404,Data Entry Keyers,Store completed documents in appropriate locations.,43-9021.00,4.333333333333333,6,3.0,3,Yellow
11401,Data Entry Keyers,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",43-9021.00,4.0,5,3.6666666666666665,3,Green
11406,Data Entry Keyers,Maintain logs of activities and completed work.,43-9021.00,4.25,4,3.6666666666666665,3,Green
2816,Desktop Publishers,"Operate desktop publishing software and equipment to design, lay out, and produce camera-ready copy.",43-9031.00,2.6666666666666665,6,4.5,2,Red
2820,Desktop Publishers,"Position text and art elements from a variety of databases in a visually appealing way to design print or web pages, using knowledge of type styles and size and layout patterns.",43-9031.00,2.7142857142857144,7,3.0,2,Low-Priority
2815,Desktop Publishers,Check preliminary and final proofs for errors and make necessary corrections.,43-9031.00,3.2222222222222223,9,3.5,2,Green
2817,Desktop Publishers,"View monitors for visual representation of work in progress and for instructions and feedback throughout process, making modifications as necessary.",43-9031.00,2.75,4,2.5,2,Low-Priority
2818,Desktop Publishers,"Enter text into computer keyboard and select the size and style of type, column width, and appropriate spacing for printed materials.",43-9031.00,3.5714285714285716,7,3.0,3,Yellow
2824,Desktop Publishers,"Prepare sample layouts for approval, using computer software.",43-9031.00,2.857142857142857,7,3.0,2,Low-Priority
2823,Desktop Publishers,"Import text and art elements, such as electronic clip art or electronic files from photographs that have been scanned or produced with a digital camera, using computer software.",43-9031.00,2.875,8,4.0,2,Red
2825,Desktop Publishers,Study layout or other design instructions to determine work to be done and sequence of operations.,43-9031.00,3.4,5,4.0,2,Green
2829,Desktop Publishers,Select number of colors and determine color separations.,43-9031.00,3.6666666666666665,3,4.0,2,Green
2827,Desktop Publishers,"Convert various types of files for printing or for the Internet, using computer software.",43-9031.00,4.5,4,4.5,2,Green
2821,Desktop Publishers,"Enter digitized data into electronic prepress system computer memory, using scanner, camera, keyboard, or mouse.",43-9031.00,4.0,4,3.3333333333333335,3,Yellow
2822,Desktop Publishers,"Edit graphics and photos, using pixel or bitmap editing, airbrushing, masking, or image retouching.",43-9031.00,2.857142857142857,7,4.0,2,Red
23313,Insurance Claims and Policy Processing Clerks,"Prepare insurance claim forms or related documents, and review them for completeness.",43-9041.00,3.1,10,4.0,2,Green
23314,Insurance Claims and Policy Processing Clerks,Calculate amount of claim.,43-9041.00,2.9,10,3.0,3,Low-Priority
23315,Insurance Claims and Policy Processing Clerks,Post or attach information to claim file.,43-9041.00,2.5,10,3.0,2,Low-Priority
23316,Insurance Claims and Policy Processing Clerks,Transmit claims for payment or further investigation.,43-9041.00,2.8,10,3.0,3,Low-Priority
23318,Insurance Claims and Policy Processing Clerks,Review insurance policy to determine coverage.,43-9041.00,3.0,10,3.5,2,Green
23319,Insurance Claims and Policy Processing Clerks,Process and record new insurance policies and claims.,43-9041.00,1.9,10,3.0,3,Low-Priority
23320,Insurance Claims and Policy Processing Clerks,"Organize or work with detailed office or warehouse records, using computers to enter, access, search or retrieve data.",43-9041.00,3.5,10,4.0,2,Green
23322,Insurance Claims and Policy Processing Clerks,Correspond with insured or agent to obtain information or to inform them of account status or changes.,43-9041.00,2.4,10,2.3333333333333335,3,Low-Priority
23323,Insurance Claims and Policy Processing Clerks,"Review and verify data, such as age, name, address, and principal sum and value of property, on insurance applications and policies.",43-9041.00,3.1818181818181817,11,4.5,2,Green
23324,Insurance Claims and Policy Processing Clerks,"Compare information from application to criteria for policy reinstatement, and approve reinstatement when criteria are met.",43-9041.00,3.0,3,4.0,2,Green
23325,Insurance Claims and Policy Processing Clerks,"Examine letters from policyholders or agents, original insurance applications, and other company documents to determine if changes are needed and effects of changes.",43-9041.00,3.0,7,4.0,2,Green
23326,Insurance Claims and Policy Processing Clerks,"Transcribe data to worksheets, and enter data into computer for use in preparing documents and adjusting accounts.",43-9041.00,2.6666666666666665,3,3.0,2,Low-Priority
23329,Insurance Claims and Policy Processing Clerks,"Process, prepare, and submit business or government forms, such as submitting applications for coverage to insurance carriers.",43-9041.00,2.3333333333333335,3,3.5,2,Red
23333,Insurance Claims and Policy Processing Clerks,"Obtain computer printout of policy cancellations, or retrieve cancellation cards from file.",43-9041.00,3.0,4,4.0,2,Green
23334,Insurance Claims and Policy Processing Clerks,"Compose business correspondence for supervisors, managers, and professionals.",43-9041.00,3.3333333333333335,6,3.5,2,Green
5160,Proofreaders and Copy Markers,Read corrected copies or proofs to ensure that all corrections have been made.,43-9081.00,2.857142857142857,7,4.0,3,Red
5158,Proofreaders and Copy Markers,"Correct or record omissions, errors, or inconsistencies found.",43-9081.00,2.1666666666666665,6,5.0,2,Red
5161,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors.",43-9081.00,2.7142857142857144,7,3.6666666666666665,3,Red
5163,Proofreaders and Copy Markers,"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting.",43-9081.00,2.3333333333333335,9,5.0,2,Red
20908,Proofreaders and Copy Markers,"Archive documents, conduct research, and read copy, using the internet and various computer programs.",43-9081.00,2.6,5,4.5,2,Red
12301,Power Distributors and Dispatchers,"Control, monitor, or operate equipment that regulates or distributes electricity or steam, using data obtained from instruments or computers.",51-8012.00,3.0,4,2.0,1,Yellow
12306,Power Distributors and Dispatchers,"Track conditions that could affect power needs, such as changes in the weather, and adjust equipment to meet any anticipated changes.",51-8012.00,3.0,3,3.0,1,Yellow
